"txn_year","pr","u_count"
2020-01-01 00:00:00.000 +0300,123,52
2020-01-01 00:00:00.000 +0300,547,3
2021-01-01 00:00:00.000 +0300,6,19096
2025-01-01 00:00:00.000 +0300,694,9
2022-01-01 00:00:00.000 +0300,553,21
2023-01-01 00:00:00.000 +0300,506,2471
2020-01-01 00:00:00.000 +0300,548,3
2024-01-01 00:00:00.000 +0300,640,19
2023-01-01 00:00:00.000 +0300,423,90
2023-01-01 00:00:00.000 +0300,248,3235
2023-01-01 00:00:00.000 +0300,89,1216
2020-01-01 00:00:00.000 +0300,544,6
2025-01-01 00:00:00.000 +0300,167,5
2025-01-01 00:00:00.000 +0300,35,66
2021-01-01 00:00:00.000 +0300,154,94
2020-01-01 00:00:00.000 +0300,423,181
2025-01-01 00:00:00.000 +0300,79,260
2025-01-01 00:00:00.000 +0300,519,1
2023-01-01 00:00:00.000 +0300,417,19
2024-01-01 00:00:00.000 +0300,561,6996
2021-01-01 00:00:00.000 +0300,176,267
2020-01-01 00:00:00.000 +0300,182,2
2025-01-01 00:00:00.000 +0300,68,3582
2021-01-01 00:00:00.000 +0300,315,71
2024-01-01 00:00:00.000 +0300,113,94
2020-01-01 00:00:00.000 +0300,101,970
2025-01-01 00:00:00.000 +0300,549,1
2025-01-01 00:00:00.000 +0300,285,16
2022-01-01 00:00:00.000 +0300,557,3
2020-01-01 00:00:00.000 +0300,21,9554
2023-01-01 00:00:00.000 +0300,560,2
2020-01-01 00:00:00.000 +0300,220,677
2025-01-01 00:00:00.000 +0300,632,11
2024-01-01 00:00:00.000 +0300,425,19
2020-01-01 00:00:00.000 +0300,107,183
2023-01-01 00:00:00.000 +0300,79,1022
2020-01-01 00:00:00.000 +0300,103,2025
2020-01-01 00:00:00.000 +0300,14,7053
2022-01-01 00:00:00.000 +0300,109,268
2021-01-01 00:00:00.000 +0300,130,2
2023-01-01 00:00:00.000 +0300,700,32
2025-01-01 00:00:00.000 +0300,483,5423
2022-01-01 00:00:00.000 +0300,608,1
2024-01-01 00:00:00.000 +0300,194,2814
2020-01-01 00:00:00.000 +0300,139,1
2021-01-01 00:00:00.000 +0300,500,122
2025-01-01 00:00:00.000 +0300,745,29
2022-01-01 00:00:00.000 +0300,96,3148
2024-01-01 00:00:00.000 +0300,494,2
2025-01-01 00:00:00.000 +0300,229,631
2021-01-01 00:00:00.000 +0300,512,132
2025-01-01 00:00:00.000 +0300,559,1
2025-01-01 00:00:00.000 +0300,272,4
2020-01-01 00:00:00.000 +0300,166,15
2020-01-01 00:00:00.000 +0300,309,182
2024-01-01 00:00:00.000 +0300,116,45
2022-01-01 00:00:00.000 +0300,489,10265
2021-01-01 00:00:00.000 +0300,490,292
2024-01-01 00:00:00.000 +0300,546,26
2023-01-01 00:00:00.000 +0300,256,186
2020-01-01 00:00:00.000 +0300,203,1
2023-01-01 00:00:00.000 +0300,606,30
2023-01-01 00:00:00.000 +0300,188,3692
2023-01-01 00:00:00.000 +0300,523,8832
2022-01-01 00:00:00.000 +0300,153,43
2020-01-01 00:00:00.000 +0300,302,121
2025-01-01 00:00:00.000 +0300,74,1
2021-01-01 00:00:00.000 +0300,81,2720
2024-01-01 00:00:00.000 +0300,449,5
2024-01-01 00:00:00.000 +0300,150,458
2025-01-01 00:00:00.000 +0300,725,58
2021-01-01 00:00:00.000 +0300,417,50
2020-01-01 00:00:00.000 +0300,108,86
2025-01-01 00:00:00.000 +0300,152,43
2025-01-01 00:00:00.000 +0300,166,4
2020-01-01 00:00:00.000 +0300,537,11
2023-01-01 00:00:00.000 +0300,509,1219
2025-01-01 00:00:00.000 +0300,556,1
2025-01-01 00:00:00.000 +0300,509,249
2020-01-01 00:00:00.000 +0300,162,42
2023-01-01 00:00:00.000 +0300,436,34
2021-01-01 00:00:00.000 +0300,432,109
2025-01-01 00:00:00.000 +0300,21,3812
2022-01-01 00:00:00.000 +0300,512,687
2022-01-01 00:00:00.000 +0300,240,2593
2025-01-01 00:00:00.000 +0300,127,3
2023-01-01 00:00:00.000 +0300,539,126
2022-01-01 00:00:00.000 +0300,151,58
2024-01-01 00:00:00.000 +0300,222,5583
2022-01-01 00:00:00.000 +0300,175,83
2023-01-01 00:00:00.000 +0300,482,2923
2023-01-01 00:00:00.000 +0300,112,437
2024-01-01 00:00:00.000 +0300,253,1593
2023-01-01 00:00:00.000 +0300,603,11
2021-01-01 00:00:00.000 +0300,510,35
2020-01-01 00:00:00.000 +0300,32,94
2025-01-01 00:00:00.000 +0300,280,13
2025-01-01 00:00:00.000 +0300,128,6
2021-01-01 00:00:00.000 +0300,402,1191
2022-01-01 00:00:00.000 +0300,607,9
2025-01-01 00:00:00.000 +0300,188,1230
2024-01-01 00:00:00.000 +0300,473,4
2020-01-01 00:00:00.000 +0300,558,1
2021-01-01 00:00:00.000 +0300,29,203
2025-01-01 00:00:00.000 +0300,741,162
2024-01-01 00:00:00.000 +0300,252,9
2021-01-01 00:00:00.000 +0300,127,57
2023-01-01 00:00:00.000 +0300,507,7597
2025-01-01 00:00:00.000 +0300,207,106
2022-01-01 00:00:00.000 +0300,165,103
2020-01-01 00:00:00.000 +0300,115,10
2022-01-01 00:00:00.000 +0300,11,4244
2021-01-01 00:00:00.000 +0300,167,39
2025-01-01 00:00:00.000 +0300,225,2133
2023-01-01 00:00:00.000 +0300,642,27
2021-01-01 00:00:00.000 +0300,320,282
2021-01-01 00:00:00.000 +0300,506,346
2024-01-01 00:00:00.000 +0300,191,2523
2022-01-01 00:00:00.000 +0300,600,23
2021-01-01 00:00:00.000 +0300,224,5633
2024-01-01 00:00:00.000 +0300,632,225
2022-01-01 00:00:00.000 +0300,127,54
2020-01-01 00:00:00.000 +0300,183,6332
2020-01-01 00:00:00.000 +0300,512,2
2024-01-01 00:00:00.000 +0300,281,46
2023-01-01 00:00:00.000 +0300,562,109
2023-01-01 00:00:00.000 +0300,544,67
2025-01-01 00:00:00.000 +0300,258,145
2020-01-01 00:00:00.000 +0300,30,15
2024-01-01 00:00:00.000 +0300,144,154
2022-01-01 00:00:00.000 +0300,548,37
2022-01-01 00:00:00.000 +0300,51,2037
2021-01-01 00:00:00.000 +0300,576,3
2021-01-01 00:00:00.000 +0300,189,318
2025-01-01 00:00:00.000 +0300,643,80
2023-01-01 00:00:00.000 +0300,21,9649
2021-01-01 00:00:00.000 +0300,554,84
2025-01-01 00:00:00.000 +0300,109,40
2025-01-01 00:00:00.000 +0300,555,1
2020-01-01 00:00:00.000 +0300,75,994
2025-01-01 00:00:00.000 +0300,110,439
2022-01-01 00:00:00.000 +0300,224,10573
2021-01-01 00:00:00.000 +0300,10,6412
2025-01-01 00:00:00.000 +0300,196,910
2022-01-01 00:00:00.000 +0300,486,41
2025-01-01 00:00:00.000 +0300,275,11
2023-01-01 00:00:00.000 +0300,533,240
2022-01-01 00:00:00.000 +0300,104,233
2020-01-01 00:00:00.000 +0300,519,512
2020-01-01 00:00:00.000 +0300,491,5
2024-01-01 00:00:00.000 +0300,629,7
2022-01-01 00:00:00.000 +0300,558,4
2024-01-01 00:00:00.000 +0300,204,321
2022-01-01 00:00:00.000 +0300,481,3865
2024-01-01 00:00:00.000 +0300,178,77
2023-01-01 00:00:00.000 +0300,102,1
2025-01-01 00:00:00.000 +0300,462,47
2023-01-01 00:00:00.000 +0300,596,138
2023-01-01 00:00:00.000 +0300,629,11
2022-01-01 00:00:00.000 +0300,248,3334
2022-01-01 00:00:00.000 +0300,107,284
2022-01-01 00:00:00.000 +0300,94,4104
2025-01-01 00:00:00.000 +0300,689,299
2021-01-01 00:00:00.000 +0300,499,163
2025-01-01 00:00:00.000 +0300,491,201
2023-01-01 00:00:00.000 +0300,641,1
2024-01-01 00:00:00.000 +0300,493,990
2025-01-01 00:00:00.000 +0300,253,410
2020-01-01 00:00:00.000 +0300,134,1
2022-01-01 00:00:00.000 +0300,506,1481
2020-01-01 00:00:00.000 +0300,554,1
2024-01-01 00:00:00.000 +0300,279,5
2021-01-01 00:00:00.000 +0300,135,3
2023-01-01 00:00:00.000 +0300,226,3937
2024-01-01 00:00:00.000 +0300,743,72
2023-01-01 00:00:00.000 +0300,636,15
2021-01-01 00:00:00.000 +0300,527,844
2022-01-01 00:00:00.000 +0300,534,294
2025-01-01 00:00:00.000 +0300,17,1782
2022-01-01 00:00:00.000 +0300,544,73
2021-01-01 00:00:00.000 +0300,523,41708
2024-01-01 00:00:00.000 +0300,745,8
2023-01-01 00:00:00.000 +0300,529,367
2022-01-01 00:00:00.000 +0300,315,30
2024-01-01 00:00:00.000 +0300,170,258
2024-01-01 00:00:00.000 +0300,183,1282
2025-01-01 00:00:00.000 +0300,120,37
2025-01-01 00:00:00.000 +0300,548,4
2024-01-01 00:00:00.000 +0300,557,9
2021-01-01 00:00:00.000 +0300,151,39
2022-01-01 00:00:00.000 +0300,592,30
2023-01-01 00:00:00.000 +0300,81,285
2020-01-01 00:00:00.000 +0300,592,4
2022-01-01 00:00:00.000 +0300,110,1539
2022-01-01 00:00:00.000 +0300,425,7
2025-01-01 00:00:00.000 +0300,211,1
2021-01-01 00:00:00.000 +0300,525,1158
2025-01-01 00:00:00.000 +0300,168,4
2023-01-01 00:00:00.000 +0300,251,265
2025-01-01 00:00:00.000 +0300,402,209
2025-01-01 00:00:00.000 +0300,96,1505
2024-01-01 00:00:00.000 +0300,71,291
2024-01-01 00:00:00.000 +0300,111,566
2023-01-01 00:00:00.000 +0300,126,2
2024-01-01 00:00:00.000 +0300,10,3259
2023-01-01 00:00:00.000 +0300,597,114
2023-01-01 00:00:00.000 +0300,125,30
2022-01-01 00:00:00.000 +0300,566,18
2023-01-01 00:00:00.000 +0300,493,1098
2022-01-01 00:00:00.000 +0300,527,538
2024-01-01 00:00:00.000 +0300,451,5
2023-01-01 00:00:00.000 +0300,111,427
2021-01-01 00:00:00.000 +0300,205,179
2023-01-01 00:00:00.000 +0300,164,247
2023-01-01 00:00:00.000 +0300,502,2232
2025-01-01 00:00:00.000 +0300,638,1
2021-01-01 00:00:00.000 +0300,405,1234
2022-01-01 00:00:00.000 +0300,188,3081
2021-01-01 00:00:00.000 +0300,509,133
2024-01-01 00:00:00.000 +0300,618,2554
2022-01-01 00:00:00.000 +0300,618,2297
2025-01-01 00:00:00.000 +0300,277,227
2021-01-01 00:00:00.000 +0300,412,590
2023-01-01 00:00:00.000 +0300,165,62
2025-01-01 00:00:00.000 +0300,235,150
2022-01-01 00:00:00.000 +0300,16,15815
2020-01-01 00:00:00.000 +0300,536,25
2025-01-01 00:00:00.000 +0300,29,135
2022-01-01 00:00:00.000 +0300,568,1
2022-01-01 00:00:00.000 +0300,549,28
2022-01-01 00:00:00.000 +0300,111,513
2020-01-01 00:00:00.000 +0300,177,312
2024-01-01 00:00:00.000 +0300,206,298
2024-01-01 00:00:00.000 +0300,552,12
2022-01-01 00:00:00.000 +0300,134,2
2024-01-01 00:00:00.000 +0300,11,2371
2020-01-01 00:00:00.000 +0300,105,309
2021-01-01 00:00:00.000 +0300,60,5716
2021-01-01 00:00:00.000 +0300,483,3705
2024-01-01 00:00:00.000 +0300,566,1
2021-01-01 00:00:00.000 +0300,185,1407
2020-01-01 00:00:00.000 +0300,316,21
2025-01-01 00:00:00.000 +0300,189,377
2021-01-01 00:00:00.000 +0300,120,108
2021-01-01 00:00:00.000 +0300,493,991
2021-01-01 00:00:00.000 +0300,307,301
2025-01-01 00:00:00.000 +0300,524,21
2023-01-01 00:00:00.000 +0300,68,13551
2023-01-01 00:00:00.000 +0300,574,8
2021-01-01 00:00:00.000 +0300,197,1701
2024-01-01 00:00:00.000 +0300,88,30
2024-01-01 00:00:00.000 +0300,692,206
2025-01-01 00:00:00.000 +0300,204,79
2025-01-01 00:00:00.000 +0300,163,51
2023-01-01 00:00:00.000 +0300,205,1147
2025-01-01 00:00:00.000 +0300,263,42
2020-01-01 00:00:00.000 +0300,310,126
2021-01-01 00:00:00.000 +0300,79,1544
2020-01-01 00:00:00.000 +0300,541,5
2022-01-01 00:00:00.000 +0300,123,60
2024-01-01 00:00:00.000 +0300,551,14
2024-01-01 00:00:00.000 +0300,435,281
2022-01-01 00:00:00.000 +0300,572,68
2024-01-01 00:00:00.000 +0300,162,130
2021-01-01 00:00:00.000 +0300,249,1
2023-01-01 00:00:00.000 +0300,250,6886
2025-01-01 00:00:00.000 +0300,251,56
2022-01-01 00:00:00.000 +0300,436,19
2022-01-01 00:00:00.000 +0300,597,81
2020-01-01 00:00:00.000 +0300,25,9805
2023-01-01 00:00:00.000 +0300,404,1255
2024-01-01 00:00:00.000 +0300,29,402
2021-01-01 00:00:00.000 +0300,171,310
2022-01-01 00:00:00.000 +0300,247,4852
2020-01-01 00:00:00.000 +0300,209,2
2021-01-01 00:00:00.000 +0300,301,2046
2024-01-01 00:00:00.000 +0300,35,227
2023-01-01 00:00:00.000 +0300,49,4
2022-01-01 00:00:00.000 +0300,225,5504
2023-01-01 00:00:00.000 +0300,635,25
2021-01-01 00:00:00.000 +0300,232,495
2023-01-01 00:00:00.000 +0300,147,26
2024-01-01 00:00:00.000 +0300,104,273
2025-01-01 00:00:00.000 +0300,107,140
2020-01-01 00:00:00.000 +0300,321,40
2022-01-01 00:00:00.000 +0300,32,241
2023-01-01 00:00:00.000 +0300,522,9563
2020-01-01 00:00:00.000 +0300,109,140
2021-01-01 00:00:00.000 +0300,565,98
2022-01-01 00:00:00.000 +0300,418,157
2020-01-01 00:00:00.000 +0300,304,763
2022-01-01 00:00:00.000 +0300,25,15179
2020-01-01 00:00:00.000 +0300,88,35
2024-01-01 00:00:00.000 +0300,608,3
2024-01-01 00:00:00.000 +0300,597,35
2025-01-01 00:00:00.000 +0300,208,142
2022-01-01 00:00:00.000 +0300,178,41
2021-01-01 00:00:00.000 +0300,71,554
2021-01-01 00:00:00.000 +0300,123,118
2025-01-01 00:00:00.000 +0300,116,15
2020-01-01 00:00:00.000 +0300,12,4121
2022-01-01 00:00:00.000 +0300,14,3088
2025-01-01 00:00:00.000 +0300,153,17
2021-01-01 00:00:00.000 +0300,581,4
2020-01-01 00:00:00.000 +0300,539,6
2023-01-01 00:00:00.000 +0300,192,1525
2024-01-01 00:00:00.000 +0300,634,61
2024-01-01 00:00:00.000 +0300,543,50
2024-01-01 00:00:00.000 +0300,419,367
2022-01-01 00:00:00.000 +0300,467,1384
2022-01-01 00:00:00.000 +0300,564,69
2025-01-01 00:00:00.000 +0300,692,63
2022-01-01 00:00:00.000 +0300,222,3861
2023-01-01 00:00:00.000 +0300,173,49
2024-01-01 00:00:00.000 +0300,25,10507
2025-01-01 00:00:00.000 +0300,279,8
2023-01-01 00:00:00.000 +0300,339,65
2021-01-01 00:00:00.000 +0300,424,300
2024-01-01 00:00:00.000 +0300,101,2118
2020-01-01 00:00:00.000 +0300,418,123
2025-01-01 00:00:00.000 +0300,222,1920
2020-01-01 00:00:00.000 +0300,68,7826
2020-01-01 00:00:00.000 +0300,525,127
2021-01-01 00:00:00.000 +0300,72,439
2024-01-01 00:00:00.000 +0300,110,1755
2022-01-01 00:00:00.000 +0300,422,1299
2023-01-01 00:00:00.000 +0300,30,2789
2023-01-01 00:00:00.000 +0300,134,1
2024-01-01 00:00:00.000 +0300,505,3927
2022-01-01 00:00:00.000 +0300,251,787
2023-01-01 00:00:00.000 +0300,6,18131
2023-01-01 00:00:00.000 +0300,638,7
2021-01-01 00:00:00.000 +0300,570,5
2023-01-01 00:00:00.000 +0300,122,85
2025-01-01 00:00:00.000 +0300,159,15
2021-01-01 00:00:00.000 +0300,159,67
2021-01-01 00:00:00.000 +0300,541,290
2023-01-01 00:00:00.000 +0300,554,9
2020-01-01 00:00:00.000 +0300,497,381
2022-01-01 00:00:00.000 +0300,497,684
2025-01-01 00:00:00.000 +0300,621,161
2020-01-01 00:00:00.000 +0300,11,3269
2024-01-01 00:00:00.000 +0300,166,18
2023-01-01 00:00:00.000 +0300,504,2909
2025-01-01 00:00:00.000 +0300,466,8
2022-01-01 00:00:00.000 +0300,194,1209
2022-01-01 00:00:00.000 +0300,421,244
2022-01-01 00:00:00.000 +0300,259,156
2025-01-01 00:00:00.000 +0300,546,4
2022-01-01 00:00:00.000 +0300,17,10120
2021-01-01 00:00:00.000 +0300,553,86
2024-01-01 00:00:00.000 +0300,404,349
2021-01-01 00:00:00.000 +0300,488,11
2022-01-01 00:00:00.000 +0300,88,57
2024-01-01 00:00:00.000 +0300,125,21
2022-01-01 00:00:00.000 +0300,8,16286
2025-01-01 00:00:00.000 +0300,487,2
2022-01-01 00:00:00.000 +0300,519,2
2021-01-01 00:00:00.000 +0300,551,119
2024-01-01 00:00:00.000 +0300,601,17
2021-01-01 00:00:00.000 +0300,222,3725
2021-01-01 00:00:00.000 +0300,112,394
2024-01-01 00:00:00.000 +0300,534,89
2025-01-01 00:00:00.000 +0300,458,67
2023-01-01 00:00:00.000 +0300,243,2
2022-01-01 00:00:00.000 +0300,552,32
2021-01-01 00:00:00.000 +0300,166,23
2025-01-01 00:00:00.000 +0300,544,3
2022-01-01 00:00:00.000 +0300,513,169
2024-01-01 00:00:00.000 +0300,55,1638
2024-01-01 00:00:00.000 +0300,95,253
2022-01-01 00:00:00.000 +0300,314,23
2024-01-01 00:00:00.000 +0300,259,33
2022-01-01 00:00:00.000 +0300,189,472
2023-01-01 00:00:00.000 +0300,270,12
2023-01-01 00:00:00.000 +0300,52,15486
2025-01-01 00:00:00.000 +0300,181,9
2024-01-01 00:00:00.000 +0300,642,25
2024-01-01 00:00:00.000 +0300,623,2122
2023-01-01 00:00:00.000 +0300,499,385
2025-01-01 00:00:00.000 +0300,112,168
2024-01-01 00:00:00.000 +0300,558,4
2023-01-01 00:00:00.000 +0300,549,20
2025-01-01 00:00:00.000 +0300,595,2
2021-01-01 00:00:00.000 +0300,14,11278
2020-01-01 00:00:00.000 +0300,504,580
2025-01-01 00:00:00.000 +0300,16,3947
2022-01-01 00:00:00.000 +0300,320,93
2021-01-01 00:00:00.000 +0300,67,1925
2020-01-01 00:00:00.000 +0300,96,1526
2020-01-01 00:00:00.000 +0300,200,16
2024-01-01 00:00:00.000 +0300,428,2377
2025-01-01 00:00:00.000 +0300,183,440
2023-01-01 00:00:00.000 +0300,419,1724
2020-01-01 00:00:00.000 +0300,193,89
2023-01-01 00:00:00.000 +0300,510,123
2022-01-01 00:00:00.000 +0300,530,464
2023-01-01 00:00:00.000 +0300,72,74
2025-01-01 00:00:00.000 +0300,287,21
2023-01-01 00:00:00.000 +0300,212,208
2024-01-01 00:00:00.000 +0300,188,3878
2024-01-01 00:00:00.000 +0300,489,19111
2023-01-01 00:00:00.000 +0300,71,360
2024-01-01 00:00:00.000 +0300,232,2402
2020-01-01 00:00:00.000 +0300,527,44
2022-01-01 00:00:00.000 +0300,316,11
2020-01-01 00:00:00.000 +0300,421,158
2024-01-01 00:00:00.000 +0300,16,13164
2023-01-01 00:00:00.000 +0300,177,534
2024-01-01 00:00:00.000 +0300,685,2
2025-01-01 00:00:00.000 +0300,471,18
2024-01-01 00:00:00.000 +0300,545,28
2022-01-01 00:00:00.000 +0300,164,312
2025-01-01 00:00:00.000 +0300,144,32
2024-01-01 00:00:00.000 +0300,540,60
2025-01-01 00:00:00.000 +0300,552,3
2024-01-01 00:00:00.000 +0300,164,210
2025-01-01 00:00:00.000 +0300,195,490
2022-01-01 00:00:00.000 +0300,61,519
2020-01-01 00:00:00.000 +0300,113,80
2021-01-01 00:00:00.000 +0300,247,1
2023-01-01 00:00:00.000 +0300,545,58
2021-01-01 00:00:00.000 +0300,51,2898
2025-01-01 00:00:00.000 +0300,150,169
2025-01-01 00:00:00.000 +0300,223,1000
2021-01-01 00:00:00.000 +0300,208,142
2022-01-01 00:00:00.000 +0300,402,807
2024-01-01 00:00:00.000 +0300,512,1122
2020-01-01 00:00:00.000 +0300,503,111
2024-01-01 00:00:00.000 +0300,127,13
2024-01-01 00:00:00.000 +0300,627,15
2021-01-01 00:00:00.000 +0300,593,1
2021-01-01 00:00:00.000 +0300,497,961
2023-01-01 00:00:00.000 +0300,255,28
2021-01-01 00:00:00.000 +0300,549,158
2022-01-01 00:00:00.000 +0300,643,93
2022-01-01 00:00:00.000 +0300,509,945
2025-01-01 00:00:00.000 +0300,339,37
2020-01-01 00:00:00.000 +0300,136,44
2020-01-01 00:00:00.000 +0300,411,322
2023-01-01 00:00:00.000 +0300,688,1
2020-01-01 00:00:00.000 +0300,311,105
2022-01-01 00:00:00.000 +0300,126,1
2024-01-01 00:00:00.000 +0300,17,6875
2023-01-01 00:00:00.000 +0300,206,203
2022-01-01 00:00:00.000 +0300,308,145
2023-01-01 00:00:00.000 +0300,567,4
2025-01-01 00:00:00.000 +0300,228,5
2021-01-01 00:00:00.000 +0300,225,2478
2025-01-01 00:00:00.000 +0300,642,12
2023-01-01 00:00:00.000 +0300,252,14
2023-01-01 00:00:00.000 +0300,62,767
2022-01-01 00:00:00.000 +0300,622,1912
2023-01-01 00:00:00.000 +0300,644,12
2024-01-01 00:00:00.000 +0300,501,4227
2025-01-01 00:00:00.000 +0300,266,354
2023-01-01 00:00:00.000 +0300,274,2
2022-01-01 00:00:00.000 +0300,303,122
2023-01-01 00:00:00.000 +0300,150,377
2022-01-01 00:00:00.000 +0300,311,135
2020-01-01 00:00:00.000 +0300,125,21
2021-01-01 00:00:00.000 +0300,109,252
2023-01-01 00:00:00.000 +0300,538,137
2020-01-01 00:00:00.000 +0300,501,1383
2023-01-01 00:00:00.000 +0300,481,5001
2023-01-01 00:00:00.000 +0300,67,1863
2022-01-01 00:00:00.000 +0300,310,254
2023-01-01 00:00:00.000 +0300,86,558
2020-01-01 00:00:00.000 +0300,87,86
2020-01-01 00:00:00.000 +0300,206,13
2023-01-01 00:00:00.000 +0300,412,158
2020-01-01 00:00:00.000 +0300,529,45
2021-01-01 00:00:00.000 +0300,619,96
2023-01-01 00:00:00.000 +0300,532,284
2025-01-01 00:00:00.000 +0300,249,1430
2023-01-01 00:00:00.000 +0300,172,57
2025-01-01 00:00:00.000 +0300,490,28
2022-01-01 00:00:00.000 +0300,238,7
2021-01-01 00:00:00.000 +0300,52,23280
2021-01-01 00:00:00.000 +0300,573,47
2023-01-01 00:00:00.000 +0300,253,2108
2025-01-01 00:00:00.000 +0300,200,1433
2024-01-01 00:00:00.000 +0300,570,1
2020-01-01 00:00:00.000 +0300,95,395
2020-01-01 00:00:00.000 +0300,314,26
2021-01-01 00:00:00.000 +0300,193,264
2021-01-01 00:00:00.000 +0300,531,671
2023-01-01 00:00:00.000 +0300,60,2917
2023-01-01 00:00:00.000 +0300,12,3542
2022-01-01 00:00:00.000 +0300,438,321
2023-01-01 00:00:00.000 +0300,221,1716
2023-01-01 00:00:00.000 +0300,489,16404
2021-01-01 00:00:00.000 +0300,534,534
2024-01-01 00:00:00.000 +0300,207,529
2021-01-01 00:00:00.000 +0300,169,47
2023-01-01 00:00:00.000 +0300,181,78
2021-01-01 00:00:00.000 +0300,423,413
2022-01-01 00:00:00.000 +0300,633,7
2021-01-01 00:00:00.000 +0300,204,4151
2024-01-01 00:00:00.000 +0300,175,49
2021-01-01 00:00:00.000 +0300,317,36
2022-01-01 00:00:00.000 +0300,482,1962
2020-01-01 00:00:00.000 +0300,405,403
2025-01-01 00:00:00.000 +0300,468,11
2022-01-01 00:00:00.000 +0300,22,1204
2024-01-01 00:00:00.000 +0300,422,48
2022-01-01 00:00:00.000 +0300,634,4
2022-01-01 00:00:00.000 +0300,599,46
2024-01-01 00:00:00.000 +0300,616,20
2023-01-01 00:00:00.000 +0300,258,507
2025-01-01 00:00:00.000 +0300,171,61
2023-01-01 00:00:00.000 +0300,535,193
2024-01-01 00:00:00.000 +0300,635,46
2022-01-01 00:00:00.000 +0300,244,3
2021-01-01 00:00:00.000 +0300,540,318
2025-01-01 00:00:00.000 +0300,224,6581
2024-01-01 00:00:00.000 +0300,133,1716
2024-01-01 00:00:00.000 +0300,686,2
2025-01-01 00:00:00.000 +0300,234,612
2022-01-01 00:00:00.000 +0300,550,26
2022-01-01 00:00:00.000 +0300,567,7
2023-01-01 00:00:00.000 +0300,151,66
2025-01-01 00:00:00.000 +0300,94,1732
2020-01-01 00:00:00.000 +0300,126,1
2022-01-01 00:00:00.000 +0300,113,149
2024-01-01 00:00:00.000 +0300,28,546
2023-01-01 00:00:00.000 +0300,547,25
2024-01-01 00:00:00.000 +0300,441,7
2021-01-01 00:00:00.000 +0300,125,30
2025-01-01 00:00:00.000 +0300,72,1
2020-01-01 00:00:00.000 +0300,420,40
2025-01-01 00:00:00.000 +0300,536,16
2025-01-01 00:00:00.000 +0300,435,136
2024-01-01 00:00:00.000 +0300,272,27
2023-01-01 00:00:00.000 +0300,127,27
2023-01-01 00:00:00.000 +0300,592,5
2025-01-01 00:00:00.000 +0300,286,268
2025-01-01 00:00:00.000 +0300,467,246
2024-01-01 00:00:00.000 +0300,619,314
2020-01-01 00:00:00.000 +0300,6,11647
2023-01-01 00:00:00.000 +0300,105,392
2025-01-01 00:00:00.000 +0300,562,3
2024-01-01 00:00:00.000 +0300,154,104
2024-01-01 00:00:00.000 +0300,466,16
2022-01-01 00:00:00.000 +0300,614,1
2025-01-01 00:00:00.000 +0300,539,10
2023-01-01 00:00:00.000 +0300,133,1711
2021-01-01 00:00:00.000 +0300,501,2663
2022-01-01 00:00:00.000 +0300,536,211
2024-01-01 00:00:00.000 +0300,599,26
2022-01-01 00:00:00.000 +0300,103,3565
2021-01-01 00:00:00.000 +0300,128,38
2025-01-01 00:00:00.000 +0300,489,1503
2022-01-01 00:00:00.000 +0300,29,328
2023-01-01 00:00:00.000 +0300,259,282
2020-01-01 00:00:00.000 +0300,54,288
2021-01-01 00:00:00.000 +0300,181,51
2021-01-01 00:00:00.000 +0300,436,23
2025-01-01 00:00:00.000 +0300,464,12
2023-01-01 00:00:00.000 +0300,599,75
2020-01-01 00:00:00.000 +0300,435,126
2021-01-01 00:00:00.000 +0300,22,1620
2022-01-01 00:00:00.000 +0300,596,158
2022-01-01 00:00:00.000 +0300,543,80
2024-01-01 00:00:00.000 +0300,500,4
2024-01-01 00:00:00.000 +0300,247,4734
2023-01-01 00:00:00.000 +0300,103,3944
2024-01-01 00:00:00.000 +0300,195,1371
2024-01-01 00:00:00.000 +0300,210,1806
2024-01-01 00:00:00.000 +0300,409,14
2021-01-01 00:00:00.000 +0300,152,71
2024-01-01 00:00:00.000 +0300,89,1193
2024-01-01 00:00:00.000 +0300,603,15
2021-01-01 00:00:00.000 +0300,530,706
2021-01-01 00:00:00.000 +0300,309,744
2024-01-01 00:00:00.000 +0300,548,21
2021-01-01 00:00:00.000 +0300,54,506
2023-01-01 00:00:00.000 +0300,550,24
2022-01-01 00:00:00.000 +0300,192,1332
2024-01-01 00:00:00.000 +0300,256,453
2020-01-01 00:00:00.000 +0300,505,124
2024-01-01 00:00:00.000 +0300,544,38
2021-01-01 00:00:00.000 +0300,571,1
2025-01-01 00:00:00.000 +0300,527,12
2021-01-01 00:00:00.000 +0300,244,5
2025-01-01 00:00:00.000 +0300,633,6
2020-01-01 00:00:00.000 +0300,174,8
2021-01-01 00:00:00.000 +0300,503,244
2020-01-01 00:00:00.000 +0300,195,118
2023-01-01 00:00:00.000 +0300,426,258
2021-01-01 00:00:00.000 +0300,404,3645
2024-01-01 00:00:00.000 +0300,94,3669
2024-01-01 00:00:00.000 +0300,149,1
2020-01-01 00:00:00.000 +0300,171,136
2020-01-01 00:00:00.000 +0300,438,155
2022-01-01 00:00:00.000 +0300,233,245
2024-01-01 00:00:00.000 +0300,258,521
2024-01-01 00:00:00.000 +0300,134,1
2021-01-01 00:00:00.000 +0300,507,474
2023-01-01 00:00:00.000 +0300,87,104
2023-01-01 00:00:00.000 +0300,152,116
